"theta","K","R","n","m","Aobs_averagepcs","B","logitB","logitA"
0.4,4,1.75,30,3,0.5851,0.681939441337269,0.762699057511877,0.343745245455368
0.4,4,1.75,35,3,0.6214,0.708893507616023,0.890016160990697,0.495494758183724
0.4,4,1.75,40,3,0.64305,0.732698340741173,1.00835624597846,0.588626765763626
0.4,4,1.75,45,3,0.6642,0.753910692873635,1.11957940937879,0.682067564299206
0.4,4,1.75,50,3,0.6803,0.772944624200145,1.22501347451913,0.755150821285219
0.4,4,1.75,20,4,0.52165,0.615060125230991,0.468632874970186,0.0866541827898022
0.4,4,1.75,25,4,0.5486,0.651052699345134,0.623669680495489,0.195015714120068
0.4,4,1.75,30,4,0.5769,0.681939441337269,0.762699057511877,0.310060383536822
0.4,4,1.75,35,4,0.6113,0.708893507616023,0.890016160990697,0.452779999176502
0.4,4,1.75,40,4,0.63335,0.732698340741173,1.00835624597846,0.546615477389833
0.4,4,1.75,45,4,0.6542,0.753910692873635,1.11957940937879,0.637552541855093
0.4,4,1.75,50,4,0.6725,0.772944624200145,1.22501347451913,0.719514056400687
0.4,4,2,20,1,0.62615,0.690266394172609,0.801365009595562,0.515735311564117
0.4,4,2,25,1,0.6558,0.729611323873178,0.992651494236504,0.644632980633109
0.4,4,2,30,1,0.69465,0.762373334778446,1.16573556780413,0.821949461925727
0.4,4,2,35,1,0.72475,0.790116333739477,1.32562678548645,0.968146992198975
0.4,4,2,40,1,0.7476,0.813891839118771,1.47549946658246,1.08585294491435
0.4,4,2,45,1,0.77155,0.834450369891171,1.61750223879092,1.21708411050793
0.4,4,2,50,1,0.79305,0.852351172953928,1.75316195273,1.34340905315483
0.4,4,2,20,2,0.6191,0.690266394172609,0.801365009595562,0.485729937040628
0.4,4,2,25,2,0.65345,0.729611323873178,0.992651494236504,0.634238910679051
0.4,4,2,30,2,0.68445,0.762373334778446,1.16573556780413,0.774298448011273
0.4,4,2,35,2,0.71845,0.790116333739477,1.32562678548645,0.936786061974588
0.4,4,2,40,2,0.7405,0.813891839118771,1.47549946658246,1.04856893110191
0.4,4,2,45,2,0.765,0.834450369891171,1.61750223879092,1.18029031968238
0.4,4,2,50,2,0.7851,0.852351172953928,1.75316195273,1.29563829455575
0.4,4,2,20,3,0.6064,0.690266394172609,0.801365009595562,0.432204669150064
0.4,4,2,25,3,0.63975,0.729611323873178,0.992651494236504,0.574279240160267
0.4,4,2,30,3,0.67615,0.762373334778446,1.16573556780413,0.736134499290443
0.4,4,2,35,3,0.7093,0.790116333739477,1.32562678548645,0.891986760643211
0.4,4,2,40,3,0.7348,0.813891839118771,1.47549946658246,1.01911409502926
0.4,4,2,45,3,0.7584,0.834450369891171,1.61750223879092,1.14392748488015
0.4,4,2,50,3,0.78045,0.852351172953928,1.75316195273,1.2682906793967
0.4,4,2,20,4,0.5982,0.690266394172609,0.801365009595562,0.397970693815014
0.4,4,2,25,4,0.6355,0.729611323873178,0.992651494236504,0.555885539180796
0.4,4,2,30,4,0.6731,0.762373334778446,1.16573556780413,0.722239593286503
0.4,4,2,35,4,0.7016,0.790116333739477,1.32562678548645,0.854928572728368
0.4,4,2,40,4,0.72945,0.813891839118771,1.47549946658246,0.99183390142916
0.4,4,2,45,4,0.75295,0.834450369891171,1.61750223879092,1.11440807924107
0.4,4,2,50,4,0.7746,0.852351172953928,1.75316195273,1.23447016547498
0.4,4,2.25,20,1,0.6828,0.749479438021653,1.09583788200356,0.766669501159592
0.4,4,2.25,25,1,0.71705,0.78955658215721,1.32225468132822,0.929875369586688
0.4,4,2.25,30,1,0.7544,0.821856971017656,1.52897961748069,1.12221853504626
0.4,4,2.25,35,1,0.78645,0.848331520062686,1.72157441702155,1.30365815039918
0.4,4,2.25,40,1,0.80675,0.870292318863229,1.90354584200385,1.42902914346454
0.4,4,2.25,45,1,0.83455,0.888672807427768,2.07725557587986,1.61822362305681
0.4,4,2.25,50,1,0.85395,0.904164055588626,2.24437300411833,1.76592361523145
0.4,4,2.25,20,2,0.674,0.749479438021653,1.09583788200356,0.7263327295456
0.4,4,2.25,25,2,0.71475,0.78955658215721,1.32225468132822,0.918566842460236
0.4,4,2.25,30,2,0.7485,0.821856971017656,1.52897961748069,1.09062821431989
0.4,4,2.25,35,2,0.78295,0.848331520062686,1.72157441702155,1.28294109524585
0.4,4,2.25,40,2,0.8064,0.870292318863229,1.90354584200385,1.42678572247463
0.4,4,2.25,45,2,0.83085,0.888672807427768,2.07725557587986,1.5916633779205
0.4,4,2.25,50,2,0.84945,0.904164055588626,2.24437300411833,1.73029382630018
0.4,4,2.25,20,3,0.6606,0.749479438021653,1.09583788200356,0.665969160156564
0.4,4,2.25,25,3,0.70335,0.78955658215721,1.32225468132822,0.863301641499053
0.4,4,2.25,30,3,0.7416,0.821856971017656,1.52897961748069,1.0543012423432
0.4,4,2.25,35,3,0.77735,0.848331520062686,1.72157441702155,1.25028966762804
0.4,4,2.25,40,3,0.802,0.870292318863229,1.90354584200385,1.39884157717198
0.4,4,2.25,45,3,0.82575,0.888672807427768,2.07725557587986,1.55580101463027
0.4,4,2.25,50,3,0.84635,0.904164055588626,2.24437300411833,1.70625569705861
0.4,4,2.25,20,4,0.6546,0.749479438021653,1.09583788200356,0.639321196354502
0.4,4,2.25,25,4,0.6981,0.78955658215721,1.32225468132822,0.838266522263562
0.4,4,2.25,30,4,0.7395,0.821856971017656,1.52897961748069,1.04337142095743
0.4,4,2.25,35,4,0.7713,0.848331520062686,1.72157441702155,1.21566630191122
0.4,4,2.25,40,4,0.797,0.870292318863229,1.90354584200385,1.36764869974843
0.4,4,2.25,45,4,0.8249,0.888672807427768,2.07725557587986,1.54990492757488
0.4,4,2.25,50,4,0.8419,0.904164055588626,2.24437300411833,1.67243349812819
0.4,4,2.5,20,1,0.7267,0.796188949025732,1.36264318690135,0.977943644688568
0.4,4,2.5,25,1,0.76275,0.835295191516901,1.62363035298935,1.16781588610674
0.4,4,2.5,30,1,0.7996,0.865756830440261,1.863951219291,1.38379623341554
0.4,4,2.5,35,1,0.82735,0.889888058918737,2.08959818378501,1.56696139810185
0.4,4,2.5,40,1,0.85005,0.909234889078795,2.30432849381214,1.73499326608872
0.4,4,2.5,45,1,0.87275,0.924885565250529,2.51065726926575,1.92549549055451
0.4,4,2.5,50,1,0.8898,0.937634657306253,2.71035066645846,2.08869982165313
0.4,4,2.5,20,2,0.7222,0.796188949025732,1.36264318690135,0.955400678523114
0.4,4,2.5,25,2,0.75795,0.835295191516901,1.62363035298935,1.14147310402032
0.4,4,2.5,30,2,0.7954,0.865756830440261,1.863951219291,1.35778827925606
0.4,4,2.5,35,2,0.8267,0.889888058918737,2.08959818378501,1.56241767553707
0.4,4,2.5,40,2,0.852,0.909234889078795,2.30432849381214,1.7503742530652
0.4,4,2.5,45,2,0.87275,0.924885565250529,2.51065726926575,1.92549549055451
0.4,4,2.5,50,2,0.88765,0.937634657306253,2.71035066645846,2.06695852252147
0.4,4,2.5,20,3,0.7095,0.796188949025732,1.36264318690135,0.892956920308131
0.4,4,2.5,25,3,0.75005,0.835295191516901,1.62363035298935,1.09887897311532
0.4,4,2.5,30,3,0.79205,0.865756830440261,1.863951219291,1.33732685494594
0.4,4,2.5,35,3,0.8218,0.889888058918737,2.08959818378501,1.5285905414126
0.4,4,2.5,40,3,0.84595,0.909234889078795,2.30432849381214,1.70318303116213
0.4,4,2.5,45,3,0.86965,0.924885565250529,2.51065726926575,1.89786769147465
0.4,4,2.5,50,3,0.88515,0.937634657306253,2.71035066645846,2.04213019303618
0.4,4,2.5,20,4,0.7056,0.796188949025732,1.36264318690135,0.87410911783786
0.4,4,2.5,25,4,0.7461,0.835295191516901,1.62363035298935,1.07791915076684
0.4,4,2.5,30,4,0.78835,0.865756830440261,1.863951219291,1.31500818671656
0.4,4,2.5,35,4,0.816,0.889888058918737,2.08959818378501,1.48947859735512
0.4,4,2.5,40,4,0.84215,0.909234889078795,2.30432849381214,1.67431293064039
0.4,4,2.5,45,4,0.8682,0.924885565250529,2.51065726926575,1.88513648079709
0.4,4,2.5,50,4,0.8816,0.937634657306253,2.71035066645846,2.00766971594874
0.45,4,1.25,20,1,0.3506,0.401212071747834,-0.400417347705347,-0.616402887181611
0.45,4,1.25,25,1,0.3617,0.418523316626179,-0.328838270639883,-0.567993253303959
0.45,4,1.25,30,1,0.3673,0.434053600246823,-0.265331344288704,-0.543817423327217
0.45,4,1.25,35,1,0.38145,0.448223646549855,-0.207850488486304,-0.483398248772602
0.45,4,1.25,40,1,0.3827,0.46130884072001,-0.155074663164327,-0.478103736968194
0.45,4,1.25,45,1,0.3855,0.473501266871069,-0.106094337189645,-0.466267736002705
0.45,4,1.25,50,1,0.3865,0.484941331766645,-0.0602528948842119,-0.462048396123489
0.45,4,1.25,20,2,0.343,0.401212071747834,-0.400417347705347,-0.649953571318671
0.45,4,1.25,25,2,0.3533,0.418523316626179,-0.328838270639883,-0.604564954087448
0.45,4,1.25,30,2,0.35815,0.434053600246823,-0.265331344288704,-0.583402738470475
0.45,4,1.25,35,2,0.36875,0.448223646549855,-0.207850488486304,-0.53758307293554
0.45,4,1.25,40,2,0.37445,0.46130884072001,-0.155074663164327,-0.513172980068033
0.45,4,1.25,45,2,0.3748,0.473501266871069,-0.106094337189645,-0.511679048183054
0.45,4,1.25,50,2,0.3802,0.484941331766645,-0.0602528948842119,-0.488699415299319
0.45,4,1.25,20,3,0.3337,0.401212071747834,-0.400417347705347,-0.691497633811163
0.45,4,1.25,25,3,0.343,0.418523316626179,-0.328838270639883,-0.649953571318671
0.45,4,1.25,30,3,0.3509,0.434053600246823,-0.265331344288704,-0.615085505450253
0.45,4,1.25,35,3,0.3595,0.448223646549855,-0.207850488486304,-0.577534944175688
0.45,4,1.25,40,3,0.3657,0.46130884072001,-0.155074663164327,-0.550708703484516
0.45,4,1.25,45,3,0.36635,0.473501266871069,-0.106094337189645,-0.5479075909221
0.45,4,1.25,50,3,0.37185,0.484941331766645,-0.0602528948842119,-0.524288444301118
0.45,4,1.25,20,4,0.3289,0.401212071747834,-0.400417347705347,-0.713164403969182
0.45,4,1.25,25,4,0.33605,0.418523316626179,-0.328838270639883,-0.680946887020362
0.45,4,1.25,30,4,0.3477,0.434053600246823,-0.265331344288704,-0.629164539788235
0.45,4,1.25,35,4,0.35595,0.448223646549855,-0.207850488486304,-0.592986091292215
0.45,4,1.25,40,4,0.36055,0.46130884072001,-0.155074663164327,-0.572977788516561
0.45,4,1.25,45,4,0.3639,0.473501266871069,-0.106094337189645,-0.558476679066644
0.45,4,1.25,50,4,0.36765,0.484941331766645,-0.0602528948842119,-0.542311639683754
0.45,4,1.5,20,1,0.4548,0.52278284053853,0.0911945107680787,-0.181294937945997
0.45,4,1.5,25,1,0.4754,0.552108175526532,0.209192257205035,-0.0984795125066797
0.45,4,1.5,30,1,0.49315,0.577902433414104,0.314168566348561,-0.0274017144284063
0.45,4,1.5,35,1,0.5201,0.600977808269239,0.409540975460614,0.0804433519148269
0.45,4,1.5,40,1,0.5273,0.621870501621306,0.497495149059877,0.109308708737233
0.45,4,1.5,45,1,0.5381,0.640957737522553,0.579523418307051,0.152695999058814
0.45,4,1.5,50,1,0.54495,0.658517609004559,0.656695147932492,0.180286744311956
0.45,4,1.5,20,2,0.44365,0.52278284053853,0.0911945107680787,-0.226361629322363
0.45,4,1.5,25,2,0.46375,0.552108175526532,0.209192257205035,-0.145254856320582
0.45,4,1.5,30,2,0.47995,0.577902433414104,0.314168566348561,-0.0802430289895962
0.45,4,1.5,35,2,0.5011,0.600977808269239,0.409540975460614,0.00440000709868727
0.45,4,1.5,40,2,0.51105,0.621870501621306,0.497495149059877,0.0442071980168011
0.45,4,1.5,45,2,0.5267,0.640957737522553,0.579523418307051,0.106901689577141
0.45,4,1.5,50,2,0.53235,0.658517609004559,0.656695147932492,0.129581014880055
0.45,4,1.5,20,3,0.4299,0.52278284053853,0.0911945107680787,-0.2822591605353
0.45,4,1.5,25,3,0.4495,0.552108175526532,0.209192257205035,-0.20269110225106
0.45,4,1.5,30,3,0.4651,0.577902433414104,0.314168566348561,-0.139827377307153
0.45,4,1.5,35,3,0.4874,0.600977808269239,0.409540975460614,-0.0504106727388647
0.45,4,1.5,40,3,0.4991,0.621870501621306,0.497495149059877,-0.00360000388800758
0.45,4,1.5,45,3,0.51265,0.640957737522553,0.579523418307051,0.0506108003328815
0.45,4,1.5,50,3,0.5185,0.658517609004559,0.656695147932492,0.0740337964314017
0.45,4,1.5,20,4,0.4213,0.52278284053853,0.0911945107680787,-0.317439039594822
0.45,4,1.5,25,4,0.4386,0.552108175526532,0.209192257205035,-0.246845827943994
0.45,4,1.5,30,4,0.4566,0.577902433414104,0.314168566348561,-0.174037962896552
0.45,4,1.5,35,4,0.4811,0.600977808269239,0.409540975460614,-0.0756360376682861
0.45,4,1.5,40,4,0.4919,0.621870501621306,0.497495149059877,-0.0324028347983921
0.45,4,1.5,45,4,0.5044,0.640957737522553,0.579523418307051,0.0176004543357769
0.45,4,1.5,50,4,0.5093,0.658517609004559,0.656695147932492,0.0372042907947011
0.45,4,1.75,20,1,0.5421,0.618936767457284,0.485037788696921,0.168799666603243
0.45,4,1.75,25,1,0.5727,0.655332306254646,0.64256169846165,0.292875676749832
0.45,4,1.75,30,1,0.6027,0.686501479814563,0.783813741038459,0.416727897668445
0.45,4,1.75,35,1,0.63215,0.713650533488158,0.913180417849346,0.541451461379633
0.45,4,1.75,40,1,0.64665,0.737584131604639,1.03344962915063,0.60434612272439
0.45,4,1.75,45,1,0.66805,0.758873696764138,1.14651448009736,0.699378665869735
0.45,4,1.75,50,1,0.68135,0.77794397432532,1.25372479121323,0.759982802435527
0.45,4,1.75,20,2,0.52945,0.618936767457284,0.485037788696921,0.117936508571666
0.45,4,1.75,25,2,0.56215,0.655332306254646,0.64256169846165,0.249892332227535
0.45,4,1.75,30,2,0.5865,0.686501479814563,0.783813741038459,0.349515153629784
0.45,4,1.75,35,2,0.6157,0.713650533488158,0.913180417849346,0.471336334346366
0.45,4,1.75,40,2,0.63345,0.737584131604639,1.03344962915063,0.547046132378467
0.45,4,1.75,45,2,0.6546,0.758873696764138,1.14651448009736,0.639321196354502
0.45,4,1.75,50,2,0.6736,0.77794397432532,1.25372479121323,0.724512839838165
0.45,4,1.75,20,3,0.51455,0.618936767457284,0.485037788696921,0.0582164364659467
0.45,4,1.75,25,3,0.5479,0.655332306254646,0.64256169846165,0.192189394243811
0.45,4,1.75,30,3,0.57445,0.686501479814563,0.783813741038459,0.300030611376404
0.45,4,1.75,35,3,0.6013,0.713650533488158,0.913180417849346,0.410884723658214
0.45,4,1.75,40,3,0.61995,0.737584131604639,1.03344962915063,0.489336006613802
0.45,4,1.75,45,3,0.64425,0.758873696764138,1.14651448009736,0.593858612562513
0.45,4,1.75,50,3,0.65985,0.77794397432532,1.25372479121323,0.662625839671769
0.45,4,1.75,20,4,0.50495,0.618936767457284,0.485037788696921,0.0198006469040423
0.45,4,1.75,25,4,0.53765,0.655332306254646,0.64256169846165,0.150885610812887
0.45,4,1.75,30,4,0.5666,0.686501479814563,0.783813741038459,0.267992498294157
0.45,4,1.75,35,4,0.5959,0.713650533488158,0.913180417849346,0.388410495668505
0.45,4,1.75,40,4,0.611,0.737584131604639,1.03344962915063,0.451517615553149
0.45,4,1.75,45,4,0.63555,0.758873696764138,1.14651448009736,0.556101397912456
0.45,4,1.75,50,4,0.65065,0.77794397432532,1.25372479121323,0.621897578224307
0.45,4,2,20,1,0.6159,0.694473636901278,0.821118131837906,0.472181677341138
0.45,4,2,25,1,0.65285,0.734117911939406,1.01561672614475,0.631590430654765
0.45,4,2,30,1,0.68955,0.767034053377879,1.19163890747946,0.798016353109445
0.45,4,2,35,1,0.7183,0.794831012548853,1.3542955606322,0.936044634198429
0.45,4,2,40,1,0.7431,0.818589245075241,1.50681860140588,1.06214372104759
0.45,4,2,45,1,0.7613,0.839079125599372,1.65139223060895,1.15981996496738
0.45,4,2,50,1,0.7849,0.856874132999015,1.78956660655977,1.29445328485908
0.45,4,2,20,2,0.6051,0.694473636901278,0.821118131837906,0.426761165335672
0.45,4,2,25,2,0.6464,0.734117911939406,1.01561672614475,0.603252176443397
0.45,4,2,30,2,0.67495,0.767034053377879,1.19163890747946,0.730659597404358
0.45,4,2,35,2,0.70825,0.794831012548853,1.3542955606322,0.886899867543961
0.45,4,2,40,2,0.7351,0.818589245075241,1.50681860140588,1.02065414810202
0.45,4,2,45,2,0.7549,0.839079125599372,1.65139223060895,1.12491899961151
0.45,4,2,50,2,0.77775,0.856874132999015,1.78956660655977,1.25260226138373
0.45,4,2,20,3,0.5904,0.694473636901278,0.821118131837906,0.365619199560965
0.45,4,2,25,3,0.63205,0.734117911939406,1.01561672614475,0.541021445568959
0.45,4,2,30,3,0.66295,0.767034053377879,1.19163890747946,0.67646828526128
0.45,4,2,35,3,0.6946,0.794831012548853,1.3542955606322,0.821713747525442
0.45,4,2,40,3,0.71985,0.818589245075241,1.50681860140588,0.943717682961071
0.45,4,2,45,3,0.7471,0.839079125599372,1.65139223060895,1.08320489130584
0.45,4,2,50,3,0.76675,0.856874132999015,1.78956660655977,1.19004996326691
0.45,4,2,20,4,0.58085,0.694473636901278,0.821118131837906,0.326263696875618
0.45,4,2,25,4,0.62285,0.734117911939406,1.01561672614475,0.501662733032462
0.45,4,2,30,4,0.65535,0.767034053377879,1.19163890747946,0.642640034733894
0.45,4,2,35,4,0.69005,0.794831012548853,1.3542955606322,0.800353064586121
0.45,4,2,40,4,0.714,0.818589245075241,1.50681860140588,0.914891151519732
0.45,4,2,45,4,0.7401,0.839079125599372,1.65139223060895,1.04648837055598
0.45,4,2,50,4,0.7609,0.856874132999015,1.78956660655977,1.1576200687182
0.45,4,2.25,20,1,0.6771,0.75373391741208,1.11862682312574,0.74047629472737
0.45,4,2.25,25,1,0.7161,0.793967207235974,1.34900681538851,0.925197758533968
0.45,4,2.25,30,1,0.75215,0.826271215708191,1.55942769574731,1.11011204767725
0.45,4,2.25,35,1,0.7835,0.852652473855629,1.75555812806098,1.28618051435353
0.45,4,2.25,40,1,0.8097,0.874458072833318,1.94096456536209,1.44806203438996
0.45,4,2.25,45,1,0.8305,0.892644701517952,2.11804475088218,1.58917500223284
0.45,4,2.25,50,1,0.8529,0.907919377922696,2.28849106359913,1.75752967971767
0.45,4,2.25,20,2,0.66455,0.75373391741208,1.11862682312574,0.683637205858445
0.45,4,2.25,25,2,0.70905,0.793967207235974,1.34900681538851,0.890774614804676
0.45,4,2.25,30,2,0.7412,0.826271215708191,1.55942769574731,1.05221493178446
0.45,4,2.25,35,2,0.77645,0.852652473855629,1.75555812806098,1.24509714633521
0.45,4,2.25,40,2,0.8026,0.874458072833318,1.94096456536209,1.40262433083343
0.45,4,2.25,45,2,0.8259,0.892644701517952,2.11804475088218,1.55684385404253
0.45,4,2.25,50,2,0.84455,0.907919377922696,2.28849106359913,1.69247980462159
0.45,4,2.25,20,3,0.65135,0.75373391741208,1.11862682312574,0.624978578476553
0.45,4,2.25,25,3,0.69725,0.793967207235974,1.34900681538851,0.834236644074396
0.45,4,2.25,30,3,0.73235,0.826271215708191,1.55942769574731,1.00657838492493
0.45,4,2.25,35,3,0.765,0.852652473855629,1.75555812806098,1.18029031968238
0.45,4,2.25,40,3,0.79615,0.874458072833318,1.94096456536209,1.36240318103717
0.45,4,2.25,45,3,0.8224,0.892644701517952,2.11804475088218,1.53269306414283
0.45,4,2.25,50,3,0.83685,0.907919377922696,2.28849106359913,1.63497481992032
0.45,4,2.25,20,4,0.64395,0.75373391741208,1.11862682312574,0.592549912910546
0.45,4,2.25,25,4,0.6918,0.793967207235974,1.34900681538851,0.808547973617053
0.45,4,2.25,30,4,0.72695,0.826271215708191,1.55942769574731,0.979202770779272
0.45,4,2.25,35,4,0.7615,0.852652473855629,1.75555812806098,1.16092086200682
0.45,4,2.25,40,4,0.7909,0.874458072833318,1.94096456536209,1.33035893109078
0.45,4,2.25,45,4,0.81655,0.892644701517952,2.11804475088218,1.49314599672146
0.45,4,2.25,50,4,0.8338,0.907919377922696,2.28849106359913,1.61280168302535
0.45,4,2.5,20,1,0.7229,0.800309882506568,1.38823225336501,0.958892448137319
0.45,4,2.5,25,1,0.7656,0.839423959526205,1.65394829132817,1.18363078243589
0.45,4,2.5,30,1,0.80085,0.869749798926654,1.89874835846522,1.39161535398665
0.45,4,2.5,35,1,0.83245,0.893664747052402,2.12873383479259,1.60309134580754
0.45,4,2.5,40,1,0.85645,0.912752933123523,2.34772129097624,1.78611253237692
0.45,4,2.5,45,1,0.87895,0.928126508504767,2.55826053630989,1.98252432986183
0.45,4,2.5,50,1,0.8967,0.940595261685662,2.76213893916495,2.16108398183241
0.45,4,2.5,20,2,0.712,0.800309882506568,1.38823225336501,0.90511743127603
0.45,4,2.5,25,2,0.7582,0.839423959526205,1.65394829132817,1.14283626490154
0.45,4,2.5,30,2,0.7942,0.869749798926654,1.89874835846522,1.3504304952972
0.45,4,2.5,35,2,0.82575,0.893664747052402,2.12873383479259,1.55580101463027
0.45,4,2.5,40,2,0.84825,0.912752933123523,2.34772129097624,1.72094097372473
0.45,4,2.5,45,2,0.87445,0.928126508504767,2.55826053630989,1.94089103169161
0.45,4,2.5,50,2,0.8911,0.940595261685662,2.76213893916495,2.10202662467976
0.45,4,2.5,20,3,0.7009,0.800309882506568,1.38823225336501,0.851587257870377
0.45,4,2.5,25,3,0.75255,0.839423959526205,1.65394829132817,1.11225889820048
0.45,4,2.5,30,3,0.7862,0.869749798926654,1.89874835846522,1.30217021439682
0.45,4,2.5,35,3,0.81945,0.893664747052402,2.12873383479259,1.51262563578637
0.45,4,2.5,40,3,0.8448,0.912752933123523,2.34772129097624,1.69438530520288
0.45,4,2.5,45,3,0.8692,0.928126508504767,2.55826053630989,1.89390380935918
0.45,4,2.5,50,3,0.8857,0.940595261685662,2.76213893916495,2.04755172201477
0.45,4,2.5,20,4,0.69475,0.800309882506568,1.38823225336501,0.822420955631799
0.45,4,2.5,25,4,0.74655,0.839423959526205,1.65394829132817,1.08029602905431
0.45,4,2.5,30,4,0.78465,0.869749798926654,1.89874835846522,1.29297314698461
0.45,4,2.5,35,4,0.8162,0.893664747052402,2.12873383479259,1.49081121305012
0.45,4,2.5,40,4,0.84225,0.912752933123523,2.34772129097624,1.67506538086534
0.45,4,2.5,45,4,0.8658,0.928126508504767,2.55826053630989,1.8643227104703
0.45,4,2.5,50,4,0.8844,0.940595261685662,2.76213893916495,2.03477349274501
0.5,4,1.25,20,1,0.35085,0.401579587601008,-0.398887798308796,-0.615305033107965
0.5,4,1.25,25,1,0.3543,0.419013253033887,-0.326825396287771,-0.600190987760995
0.5,4,1.25,30,1,0.3699,0.434645611508059,-0.262921757921739,-0.532645838109601
0.5,4,1.25,35,1,0.3708,0.448903561945407,-0.205101736943705,-0.528786337492423
0.5,4,1.25,40,1,0.3729,0.462066112161473,-0.152027686791766,-0.5197957303642
0.5,4,1.25,45,1,0.38005,0.474327665607651,-0.102779719687363,-0.489336006613802
0.5,4,1.25,50,1,0.3796,0.485830211411132,-0.0566943352788083,-0.491246364566611
0.5,4,1.25,20,2,0.33405,0.401579587601008,-0.398887798308796,-0.689923910275553
0.5,4,1.25,25,2,0.3446,0.419013253033887,-0.326825396287771,-0.642861412170885
0.5,4,1.25,30,2,0.3504,0.434645611508059,-0.262921757921739,-0.617281429785232
0.5,4,1.25,35,2,0.3532,0.448903561945407,-0.205101736943705,-0.605002658973147
0.5,4,1.25,40,2,0.35765,0.462066112161473,-0.152027686791766,-0.585578471923226
0.5,4,1.25,45,2,0.3637,0.474327665607651,-0.102779719687363,-0.559340798245803
0.5,4,1.25,50,2,0.36955,0.485830211411132,-0.0566943352788083,-0.53414780088834
0.5,4,1.25,20,3,0.32345,0.401579587601008,-0.398887798308796,-0.737961812219659
0.5,4,1.25,25,3,0.3382,0.419013253033887,-0.326825396287771,-0.671325959023032
0.5,4,1.25,30,3,0.34435,0.434645611508059,-0.262921757921739,-0.643968527986726
0.5,4,1.25,35,3,0.3454,0.448903561945407,-0.205101736943705,-0.639321196354502
0.5,4,1.25,40,3,0.34875,0.462066112161473,-0.152027686791766,-0.624538259932001
0.5,4,1.25,45,3,0.35625,0.474327665607651,-0.102779719687363,-0.591677720395086
0.5,4,1.25,50,3,0.36075,0.485830211411132,-0.0566943352788083,-0.572110416517316
0.5,4,1.25,20,4,0.31975,0.401579587601008,-0.398887798308796,-0.754920937204404
0.5,4,1.25,25,4,0.3317,0.419013253033887,-0.326825396287771,-0.700506228564018
0.5,4,1.25,30,4,0.34085,0.434645611508059,-0.262921757921739,-0.659508628395184
0.5,4,1.25,35,4,0.3416,0.448903561945407,-0.205101736943705,-0.656172187448445
0.5,4,1.25,40,4,0.34365,0.462066112161473,-0.152027686791766,-0.647070485681802
0.5,4,1.25,45,4,0.3511,0.474327665607651,-0.102779719687363,-0.614207538452736
0.5,4,1.25,50,4,0.35565,0.485830211411132,-0.0566943352788083,-0.594294955554876
0.5,4,1.5,20,1,0.4508,0.523399384246638,0.0936659570116664,-0.197438891728195
0.5,4,1.5,25,1,0.4657,0.552915500707507,0.212457575036107,-0.137415828975394
0.5,4,1.5,30,1,0.48685,0.578859735339206,0.318094246515591,-0.0526121326669582
0.5,4,1.5,35,1,0.49955,0.602056309124975,0.41404046262532,-0.00180000048600035
0.5,4,1.5,40,1,0.51045,0.623048602043892,0.502508267407071,0.0418060878149439
0.5,4,1.5,45,1,0.519,0.64221851655846,0.585006195654978,0.0760366130601276
0.5,4,1.5,50,1,0.52445,0.659847395328469,0.662614234903804,0.0978780654792186
0.5,4,1.5,20,2,0.4318,0.523399384246638,0.0936659570116664,-0.274510951339381
0.5,4,1.5,25,2,0.4467,0.552915500707507,0.212457575036107,-0.214013121545991
0.5,4,1.5,30,2,0.4634,0.578859735339206,0.318094246515591,-0.146662325993248
0.5,4,1.5,35,2,0.47845,0.602056309124975,0.41404046262532,-0.0862534348967082
0.5,4,1.5,40,2,0.48575,0.623048602043892,0.502508267407071,-0.057015440275517
0.5,4,1.5,45,2,0.4996,0.64221851655846,0.585006195654978,-0.00160000034133338
0.5,4,1.5,50,2,0.50365,0.659847395328469,0.662614234903804,0.0146002593529594
0.5,4,1.5,20,3,0.4142,0.523399384246638,0.0936659570116664,-0.346629485432149
0.5,4,1.5,25,3,0.4353,0.552915500707507,0.212457575036107,-0.260259168120539
0.5,4,1.5,30,3,0.44675,0.578859735339206,0.318094246515591,-0.213810824891622
0.5,4,1.5,35,3,0.46145,0.602056309124975,0.41404046262532,-0.154506637085193
0.5,4,1.5,40,3,0.47275,0.623048602043892,0.502508267407071,-0.109108111820317
0.5,4,1.5,45,3,0.4864,0.64221851655846,0.585006195654978,-0.0544134217237943
0.5,4,1.5,50,3,0.49365,0.659847395328469,0.662614234903804,-0.0254013657208356
0.5,4,1.5,20,4,0.40565,0.523399384246638,0.0936659570116664,-0.381977652585559
0.5,4,1.5,25,4,0.42555,0.552915500707507,0.212457575036107,-0.300030611376404
0.5,4,1.5,30,4,0.4393,0.578859735339206,0.318094246515591,-0.244003452147893
0.5,4,1.5,35,4,0.4515,0.602056309124975,0.41404046262532,-0.194611906858245
0.5,4,1.5,40,4,0.4614,0.623048602043892,0.502508267407071,-0.154707834637845
0.5,4,1.5,45,4,0.47605,0.64221851655846,0.585006195654978,-0.0958733691892504
0.5,4,1.5,50,4,0.4831,0.659847395328469,0.662614234903804,-0.0676257606416328
0.5,4,1.75,20,1,0.5376,0.619693558388611,0.488247742161153,0.150684471850772
0.5,4,1.75,25,1,0.5624,0.656299189445186,0.646845224268192,0.250908089388684
0.5,4,1.75,30,1,0.5931,0.687618881723702,0.789010758180833,0.376795563837036
