"theta","K","R","n","m","Aobs_averagepcs","B","logitB","logitA"
0.3,7,1.75,50,3,0.592,0.714808412965624,0.918853363265605,0.372239460479844
0.3,7,1.75,30,4,0.466428571428571,0.612850823586749,0.459311464125904,-0.134488055856386
0.3,7,1.75,35,4,0.502428571428571,0.642767396653243,0.587395792147307,0.00971436210798124
0.3,7,1.75,40,4,0.533857142857143,0.669373244391883,0.705351705875046,0.135636132892163
0.3,7,1.75,45,4,0.554057142857143,0.69324409601946,0.815329837793342,0.217077006566094
0.3,7,1.75,50,4,0.574114285714286,0.714808412965624,0.918853363265605,0.29865744658062
0.3,7,2,20,1,0.5376,0.6233974598027,0.503993931297142,0.150684471850772
0.3,7,2,25,1,0.583571428571429,0.667104496323619,0.695118061836695,0.337451908509511
0.3,7,2,30,1,0.6156,0.703900970451688,0.865943721635062,0.470913724868587
0.3,7,2,35,1,0.648114285714286,0.735393862286463,1.02216377513566,0.610760600089527
0.3,7,2,40,1,0.682342857142857,0.762666278073738,1.16735329424047,0.764559620579915
0.3,7,2,45,1,0.713457142857143,0.786492962670965,1.30391398095141,0.912234255441378
0.3,7,2,50,1,0.735314285714286,0.807452559258961,1.4335417344541,1.02175486910609
0.3,7,2,20,2,0.513885714285714,0.6233974598027,0.503993931297142,0.0555571429386311
0.3,7,2,25,2,0.561542857142857,0.667104496323619,0.695118061836695,0.247426026184761
0.3,7,2,30,2,0.596171428571429,0.703900970451688,0.865943721635062,0.389537797777115
0.3,7,2,35,2,0.634457142857143,0.735393862286463,1.02216377513566,0.551386211604128
0.3,7,2,40,2,0.666485714285714,0.762666278073738,1.16735329424047,0.692333005295893
0.3,7,2,45,2,0.6954,0.786492962670965,1.30391398095141,0.8254877791127
0.3,7,2,50,2,0.719742857142857,0.807452559258961,1.4335417344541,0.943186456287357
0.3,7,2,25,3,0.5416,0.667104496323619,0.695118061836695,0.166785556197535
0.3,7,2,30,3,0.576314285714286,0.703900970451688,0.865943721635062,0.307661206326264
0.3,7,2,35,3,0.613942857142857,0.735393862286463,1.02216377513566,0.463916460275383
0.3,7,2,40,3,0.649628571428571,0.762666278073738,1.16735329424047,0.617406954718113
0.3,7,2,45,3,0.676828571428571,0.786492962670965,1.30391398095141,0.739235101826746
0.3,7,2,50,3,0.702971428571429,0.807452559258961,1.4335417344541,0.861487914566878
0.3,7,2,30,4,0.557457142857143,0.703900970451688,0.865943721635062,0.23084831452214
0.3,7,2,35,4,0.596342857142857,0.735393862286463,1.02216377513566,0.390249903972823
0.3,7,2,40,4,0.630885714285714,0.762666278073738,1.16735329424047,0.536018414260248
0.3,7,2,45,4,0.661828571428571,0.786492962670965,1.30391398095141,0.67145361482558
0.3,7,2,50,4,0.687742857142857,0.807452559258961,1.4335417344541,0.789587989729768
0.3,7,2.25,20,1,0.593257142857143,0.690555975782087,0.802719818121313,0.377446750317036
0.3,7,2.25,25,1,0.642485714285714,0.735805897559444,1.02428228829535,0.586169260571778
0.3,7,2.25,30,1,0.679028571428571,0.772812907729768,1.22426311226545,0.749311093757594
0.3,7,2.25,35,1,0.714371428571429,0.803581748949229,1.40883260151174,0.916710769683733
0.3,7,2.25,40,1,0.747342857142857,0.829466780532423,1.58185294791607,1.08449065552019
0.3,7,2.25,45,1,0.777657142857143,0.851436214833533,1.74591019235548,1.25206514457576
0.3,7,2.25,50,1,0.797285714285714,0.870210822186933,1.90282408171394,1.36941557362839
0.3,7,2.25,20,2,0.571742857142857,0.690555975782087,0.802719818121313,0.288965523610968
0.3,7,2.25,25,2,0.6244,0.735805897559444,1.02428228829535,0.508266441307169
0.3,7,2.25,30,2,0.662971428571429,0.772812907729768,1.22426311226545,0.676564186650788
0.3,7,2.25,35,2,0.701485714285714,0.803581748949229,1.40883260151174,0.85438274478336
0.3,7,2.25,40,2,0.735057142857143,0.829466780532423,1.58185294791607,1.02043407226388
0.3,7,2.25,45,2,0.765971428571429,0.851436214833533,1.74591019235548,1.18570166150365
0.3,7,2.25,50,2,0.7878,0.870210822186933,1.90282408171394,1.31171502435692
0.3,7,2.25,25,3,0.6042,0.735805897559444,1.02428228829535,0.422996235784106
0.3,7,2.25,30,3,0.6458,0.772812907729768,1.22426311226545,0.600628132975442
0.3,7,2.25,35,3,0.6848,0.803581748949229,1.40883260151174,0.775919466843808
0.3,7,2.25,40,3,0.722514285714286,0.829466780532423,1.58185294791607,0.956967740596174
0.3,7,2.25,45,3,0.750971428571429,0.851436214833533,1.74591019235548,1.10379997195325
0.3,7,2.25,50,3,0.775428571428571,0.870210822186933,1.90282408171394,1.23922204796561
0.3,7,2.25,30,4,0.626742857142857,0.772812907729768,1.22426311226545,0.518268767151795
0.3,7,2.25,35,4,0.666628571428571,0.803581748949229,1.40883260151174,0.692975756885916
0.3,7,2.25,40,4,0.705171428571429,0.829466780532423,1.58185294791607,0.872046860721326
0.3,7,2.25,45,4,0.737914285714286,0.851436214833533,1.74591019235548,1.03515606981641
0.3,7,2.25,50,4,0.762142857142857,0.870210822186933,1.90282408171394,1.16446376132131
0.3,7,2.5,20,1,0.6334,0.744406371784503,1.0689982908977,0.546830798698935
0.3,7,2.5,25,1,0.686914285714286,0.789288180178245,1.32064008442418,0.785732517765839
0.3,7,2.5,30,1,0.726485714285714,0.824894565923558,1.54986730634532,0.976864965610187
0.3,7,2.5,35,1,0.762,0.853612709040822,1.76322180126034,1.16367588201517
0.3,7,2.5,40,1,0.793114285714286,0.877049664523271,1.96478312356317,1.34380079352832
0.3,7,2.5,45,1,0.823514285714286,0.896346340577465,2.1572717352798,1.54034096281907
0.3,7,2.5,50,1,0.837285714285714,0.912343698756605,2.34259328199937,1.63816955302925
0.3,7,2.5,20,2,0.6154,0.744406371784503,1.0689982908977,0.470068629733262
0.3,7,2.5,25,2,0.675257142857143,0.789288180178245,1.32064008442418,0.732059910341894
0.3,7,2.5,30,2,0.709771428571429,0.824894565923558,1.54986730634532,0.894274196742949
0.3,7,2.5,35,2,0.750342857142857,0.853612709040822,1.76322180126034,1.10044169690757
0.3,7,2.5,40,2,0.782142857142857,0.877049664523271,1.96478312356317,1.27819786564319
0.3,7,2.5,45,2,0.813428571428571,0.896346340577465,2.1572717352798,1.47244395800161
0.3,7,2.5,50,2,0.8298,0.912343698756605,2.34259328199937,1.58421049175949
0.3,7,2.5,25,3,0.652085714285714,0.789288180178245,1.32064008442418,0.62821987289687
0.3,7,2.5,30,3,0.696857142857143,0.824894565923558,1.54986730634532,0.832376259601937
0.3,7,2.5,35,3,0.736942857142857,0.853612709040822,1.76322180126034,1.03013907297906
0.3,7,2.5,40,3,0.772,0.877049664523271,1.96478312356317,1.21963892107034
0.3,7,2.5,45,3,0.802371428571429,0.896346340577465,2.1572717352798,1.40118226143927
0.3,7,2.5,50,3,0.821085714285714,0.912343698756605,2.34259328199937,1.5237206659028
0.3,7,2.5,30,4,0.674085714285714,0.824894565923558,1.54986730634532,0.726722855818815
0.3,7,2.5,35,4,0.716457142857143,0.853612709040822,1.76322180126034,0.926955147582168
0.3,7,2.5,40,4,0.755714285714286,0.877049664523271,1.96478312356317,1.12932487535564
0.3,7,2.5,45,4,0.7926,0.896346340577465,2.1572717352798,1.34066938496091
0.3,7,2.5,50,4,0.808342857142857,0.912343698756605,2.34259328199937,1.43927823521278
0.35,7,1.25,20,1,0.248628571428571,0.309649100420463,-0.80176029620842,-1.10594000636624
0.35,7,1.25,25,1,0.258685714285714,0.328573975145129,-0.714641842592712,-1.05281080613505
0.35,7,1.25,30,1,0.266485714285714,0.345579019183769,-0.638529519217312,-1.01252643624903
0.35,7,1.25,35,1,0.276028571428571,0.361114876432157,-0.570528537915726,-0.964247548279792
0.35,7,1.25,40,1,0.280914285714286,0.375477493995129,-0.508788834045049,-0.939930974052188
0.35,7,1.25,45,1,0.291428571428571,0.388873770037149,-0.452048741179302,-0.888455932880711
0.35,7,1.25,50,1,0.291314285714286,0.401455188974168,-0.399405476291503,-0.889009443973763
0.35,7,1.25,20,2,0.229628571428571,0.309649100420463,-0.80176029620842,-1.21040967658721
0.35,7,1.25,25,2,0.241114285714286,0.328573975145129,-0.714641842592712,-1.14658015632605
0.35,7,1.25,30,2,0.2484,0.345579019183769,-0.638529519217312,-1.10716391747999
0.35,7,1.25,35,2,0.256857142857143,0.361114876432157,-0.570528537915726,-1.06236823097703
0.35,7,1.25,40,2,0.263428571428571,0.375477493995129,-0.508788834045049,-1.02822395994254
0.35,7,1.25,45,2,0.272942857142857,0.388873770037149,-0.452048741179302,-0.979742616567946
0.35,7,1.25,50,2,0.272171428571429,0.401455188974168,-0.399405476291503,-0.983633421788899
0.35,7,1.25,25,3,0.228314285714286,0.328573975145129,-0.714641842592712,-1.21785423540212
0.35,7,1.25,30,3,0.237085714285714,0.345579019183769,-0.638529519217312,-1.16872394705723
0.35,7,1.25,35,3,0.245371428571429,0.361114876432157,-0.570528537915726,-1.12345257231579
0.35,7,1.25,40,3,0.249685714285714,0.375477493995129,-0.508788834045049,-1.10028918223534
0.35,7,1.25,45,3,0.2584,0.388873770037149,-0.452048741179302,-1.0543012423432
0.35,7,1.25,50,3,0.258571428571429,0.401455188974168,-0.399405476291503,-1.05340685190006
0.35,7,1.25,30,4,0.227085714285714,0.345579019183769,-0.638529519217312,-1.22484061502312
0.35,7,1.25,35,4,0.235,0.361114876432157,-0.570528537915726,-1.18029031968238
0.35,7,1.25,40,4,0.239571428571429,0.375477493995129,-0.508788834045049,-1.15503057134955
0.35,7,1.25,45,4,0.248742857142857,0.388873770037149,-0.452048741179302,-1.10532833314431
0.35,7,1.25,50,4,0.249657142857143,0.401455188974168,-0.399405476291503,-1.10044169690757
0.35,7,1.5,20,1,0.360742857142857,0.444419075947097,-0.223246294315004,-0.572141390479305
0.35,7,1.5,25,1,0.388085714285714,0.476695548600965,-0.0932853955210121,-0.45536598834808
0.35,7,1.5,30,1,0.407885714285714,0.505175144969718,0.0207013191337585,-0.372712643324628
0.35,7,1.5,35,1,0.4306,0.530725659455993,0.123057693588167,-0.279403589913675
0.35,7,1.5,40,1,0.447114285714286,0.553921471722957,0.216527920016425,-0.212337080545976
0.35,7,1.5,45,1,0.466885714285714,0.575167302086898,0.302965519173812,-0.132651316345465
0.35,7,1.5,50,1,0.479085714285714,0.594761807056604,0.383685976169981,-0.0837059838047514
0.35,7,1.5,20,2,0.332657142857143,0.444419075947097,-0.223246294315004,-0.696191584000461
0.35,7,1.5,25,2,0.362714285714286,0.476695548600965,-0.0932853955210121,-0.563602653423586
0.35,7,1.5,30,2,0.381342857142857,0.505175144969718,0.0207013191337585,-0.483852372486138
0.35,7,1.5,35,2,0.403257142857143,0.530725659455993,0.123057693588167,-0.391911865478718
0.35,7,1.5,40,2,0.417771428571429,0.553921471722957,0.216527920016425,-0.331928643680969
0.35,7,1.5,45,2,0.439085714285714,0.575167302086898,0.302965519173812,-0.2448734625023
0.35,7,1.5,50,2,0.450857142857143,0.594761807056604,0.383685976169981,-0.197208088124418
0.35,7,1.5,25,3,0.340057142857143,0.476695548600965,-0.0932853955210121,-0.663039580470235
0.35,7,1.5,30,3,0.3614,0.505175144969718,0.0207013191337585,-0.569292902122554
0.35,7,1.5,35,3,0.379,0.530725659455993,0.123057693588167,-0.493794876851052
0.35,7,1.5,40,3,0.396971428571429,0.553921471722957,0.216527920016425,-0.418100267978209
0.35,7,1.5,45,3,0.413514285714286,0.575167302086898,0.302965519173812,-0.349456248079574
0.35,7,1.5,50,3,0.427771428571429,0.594761807056604,0.383685976169981,-0.290949504425516
0.35,7,1.5,30,4,0.343342857142857,0.505175144969718,0.0207013191337585,-0.648432498273631
0.35,7,1.5,35,4,0.361228571428571,0.530725659455993,0.123057693588167,-0.570035768798361
0.35,7,1.5,40,4,0.379371428571429,0.553921471722957,0.216527920016425,-0.492217041560877
0.35,7,1.5,45,4,0.393657142857143,0.575167302086898,0.302965519173812,-0.431965262280394
0.35,7,1.5,50,4,0.409257142857143,0.594761807056604,0.383685976169981,-0.367037155197606
0.35,7,1.75,20,1,0.466142857142857,0.551858467157725,0.208182509279167,-0.135636132892163
0.35,7,1.75,25,1,0.504971428571429,0.592273146955343,0.373370452985135,0.0198863696278639
0.35,7,1.75,30,1,0.535514285714286,0.62706453815711,0.519644086882405,0.142296764124761
0.35,7,1.75,35,1,0.562314285714286,0.657517514837133,0.652250884048612,0.250559815310741
0.35,7,1.75,40,1,0.591685714285714,0.684490944061519,0.774488029616548,0.37093841988979
0.35,7,1.75,45,1,0.614571428571429,0.708595524391687,0.888572623654961,0.466569273059974
0.35,7,1.75,50,1,0.634428571428571,0.730285615205927,0.996072146328444,0.551263019132314
0.35,7,1.75,20,2,0.4332,0.551858467157725,0.208182509279167,-0.26880699268969
0.35,7,1.75,25,2,0.477942857142857,0.592273146955343,0.373370452985135,-0.0882858713472674
0.35,7,1.75,30,2,0.506085714285714,0.62706453815711,0.519644086882405,0.0243440593298098
0.35,7,1.75,35,2,0.534742857142857,0.657517514837133,0.652250884048612,0.139195742363238
0.35,7,1.75,40,2,0.565371428571429,0.684490944061519,0.774488029616548,0.262991103299449
0.35,7,1.75,45,2,0.587857142857143,0.708595524391687,0.888572623654961,0.35511393416897
0.35,7,1.75,50,2,0.605771428571429,0.730285615205927,0.996072146328444,0.429571862726989
0.35,7,1.75,25,3,0.448828571428571,0.592273146955343,0.373370452985135,-0.20540486938795
0.35,7,1.75,30,3,0.480142857142857,0.62706453815711,0.519644086882405,-0.0794703698870541
0.35,7,1.75,35,3,0.5092,0.657517514837133,0.652250884048612,0.0368041538464949
0.35,7,1.75,40,3,0.539342857142857,0.684490944061519,0.774488029616548,0.157697425804994
0.35,7,1.75,45,3,0.5646,0.708595524391687,0.888572623654961,0.259852367018942
0.35,7,1.75,50,3,0.5812,0.730285615205927,0.996072146328444,0.327701452699746
0.35,7,1.75,30,4,0.46,0.62706453815711,0.519644086882405,-0.160342650075179
0.35,7,1.75,35,4,0.488714285714286,0.657517514837133,0.652250884048612,-0.0451505257884212
0.35,7,1.75,40,4,0.521457142857143,0.684490944061519,0.774488029616548,0.0858813180515505
0.35,7,1.75,45,4,0.5422,0.708595524391687,0.888572623654961,0.169202529546099
0.35,7,1.75,50,4,0.560514285714286,0.730285615205927,0.996072146328444,0.243249517507262
0.35,7,2,20,1,0.539228571428571,0.637057017517334,0.562613412135715,0.157237443257623
0.35,7,2,25,1,0.5866,0.681517077059372,0.760752452436259,0.349927509295683
0.35,7,2,30,1,0.627428571428571,0.718709106273438,0.938067352007625,0.521201060142823
0.35,7,2,35,1,0.662057142857143,0.75034378508598,1.10044665047578,0.672475051244147
0.35,7,2,40,1,0.693914285714286,0.777572709648645,1.25157689365118,0.818483270489663
0.35,7,2,45,1,0.721085714285714,0.801218716422947,1.39392882121311,0.949853497765763
0.35,7,2,50,1,0.740771428571429,0.821895631692109,1.52924370097955,1.04998192656487
0.35,7,2,20,2,0.513257142857143,0.637057017517334,0.562613412135715,0.0530410031645245
0.35,7,2,25,2,0.563485714285714,0.681517077059372,0.760752452436259,0.255320878790969
0.35,7,2,30,2,0.601342857142857,0.718709106273438,0.938067352007625,0.411063493246965
0.35,7,2,35,2,0.639314285714286,0.75034378508598,1.10044665047578,0.57238919179614
0.35,7,2,40,2,0.6714,0.777572709648645,1.25157689365118,0.714523878942767
0.35,7,2,45,2,0.700628571428571,0.801218716422947,1.39392882121311,0.850292852824167
0.35,7,2,50,2,0.720057142857143,0.821895631692109,1.52924370097955,0.944745073231118
0.35,7,2,25,3,0.535057142857143,0.681517077059372,0.760752452436259,0.140459040099894
0.35,7,2,30,3,0.5778,0.718709106273438,0.938067352007625,0.313748652617915
0.35,7,2,35,3,0.614,0.75034378508598,1.10044665047578,0.464157558682312
0.35,7,2,40,3,0.652742857142857,0.777572709648645,1.25157689365118,0.631117713598592
0.35,7,2,45,3,0.678314285714286,0.801218716422947,1.39392882121311,0.746035702472538
0.35,7,2,50,3,0.702142857142857,0.821895631692109,1.52924370097955,0.857522898348365
0.35,7,2,30,4,0.5576,0.718709106273438,0.938067352007625,0.231427409238189
0.35,7,2,35,4,0.595914285714286,0.75034378508598,1.10044665047578,0.388469821276135
0.35,7,2,40,4,0.634685714285714,0.777572709648645,1.25157689365118,0.552371898400393
0.35,7,2,45,4,0.660114285714286,0.801218716422947,1.39392882121311,0.663803553552562
0.35,7,2,50,4,0.6848,0.821895631692109,1.52924370097955,0.775919466843808
0.35,7,2.25,20,1,0.601,0.704573987125152,0.86917492053021,0.409633517645344
0.35,7,2.25,25,1,0.652657142857143,0.750161913002359,1.09947601119825,0.630739589100076
0.35,7,2.25,30,1,0.696657142857143,0.78712870293297,1.30770402721365,0.831429678133159
0.35,7,2.25,35,1,0.729971428571429,0.817608811255076,1.50023022721286,0.994477620927598
0.35,7,2.25,40,1,0.764428571428571,0.843040795953723,1.6810294258643,1.17711441575171
0.35,7,2.25,45,1,0.791828571428571,0.864450359066826,1.852755954942,1.33598300209015
0.35,7,2.25,50,1,0.811142857142857,0.882598761361721,2.01727323551743,1.45745331662128
0.35,7,2.25,20,2,0.574942857142857,0.704573987125152,0.86917492053021,0.302047043309125
0.35,7,2.25,25,2,0.6312,0.750161913002359,1.09947601119825,0.537368277849226
0.35,7,2.25,30,2,0.673885714285714,0.78712870293297,1.30770402721365,0.725812643553262
0.35,7,2.25,35,2,0.7122,0.817608811255076,1.50023022721286,0.90609297639041
0.35,7,2.25,40,2,0.747771428571429,0.843040795953723,1.6810294258643,1.086761648613
0.35,7,2.25,45,2,0.776028571428571,0.864450359066826,1.852755954942,1.24267084565736
0.35,7,2.25,50,2,0.796685714285714,0.882598761361721,2.01727323551743,1.36570727782056
0.35,7,2.25,25,3,0.603028571428571,0.750161913002359,1.09947601119825,0.41810026797821
0.35,7,2.25,30,3,0.653971428571429,0.78712870293297,1.30770402721365,0.636542315271598
0.35,7,2.25,35,3,0.691457142857143,0.817608811255076,1.50023022721286,0.806940417372324
0.35,7,2.25,40,3,0.731685714285714,0.843040795953723,1.6810294258643,1.00319206837942
0.35,7,2.25,45,3,0.761428571428571,0.864450359066826,1.852755954942,1.16052761174909
0.35,7,2.25,50,3,0.7828,0.882598761361721,2.01727323551743,1.28205864746214
0.35,7,2.25,30,4,0.633457142857143,0.78712870293297,1.30770402721365,0.54707689534287
0.35,7,2.25,35,4,0.673228571428571,0.817608811255076,1.50023022721286,0.722823971343157
0.35,7,2.25,40,4,0.714714285714286,0.843040795953723,1.6810294258643,0.918391678072389
0.35,7,2.25,45,4,0.744514285714286,0.864450359066826,1.852755954942,1.06956554496895
0.35,7,2.25,50,4,0.767571428571429,0.882598761361721,2.01727323551743,1.19464858350978
0.35,7,2.5,20,1,0.646085714285714,0.758188779366367,1.14277506222112,0.601877426568794
0.35,7,2.5,25,1,0.701742857142857,0.802968395299092,1.4049512090653,0.855611026636259
0.35,7,2.5,30,1,0.744514285714286,0.838115913076683,1.64427584569861,1.06956554496895
0.35,7,2.5,35,1,0.779114285714286,0.866167754921194,1.86749148891325,1.26051230551309
0.35,7,2.5,40,1,0.813457142857143,0.888824254759052,2.07878728759752,1.47263223316125
0.35,7,2.5,45,1,0.837485714285714,0.907286808146974,2.28094784700461,1.63963829599078
0.35,7,2.5,50,1,0.855285714285714,0.92243623799409,2.47591792116223,1.77667422667667
0.35,7,2.5,20,2,0.625342857142857,0.758188779366367,1.14277506222112,0.512288748712661
0.35,7,2.5,25,2,0.686571428571429,0.802968395299092,1.4049512090653,0.784138775461239
0.35,7,2.5,30,2,0.729057142857143,0.838115913076683,1.64427584569861,0.989844174805951
0.35,7,2.5,35,2,0.763,0.866167754921194,1.86749148891325,1.16919789014933
0.35,7,2.5,40,2,0.803085714285714,0.888824254759052,2.07878728759752,1.40569291466427
0.35,7,2.5,45,2,0.828914285714286,0.907286808146974,2.28094784700461,1.57795207094378
0.35,7,2.5,50,2,0.847485714285714,0.92243623799409,2.47591792116223,1.71501571433744
0.35,7,2.5,25,3,0.656371428571429,0.802968395299092,1.4049512090653,0.647165490981554
0.35,7,2.5,30,3,0.7098,0.838115913076683,1.64427584569861,0.894412899762309
0.35,7,2.5,35,3,0.747857142857143,0.866167754921194,1.86749148891325,1.08721615393724
0.35,7,2.5,40,3,0.786771428571429,0.888824254759052,2.07878728759752,1.30557307675581
0.35,7,2.5,45,3,0.813971428571429,0.907286808146974,2.28094784700461,1.47602499360397
0.35,7,2.5,50,3,0.835,0.92243623799409,2.47591792116223,1.62148625095027
0.35,7,2.5,30,4,0.686628571428571,0.838115913076683,1.64427584569861,0.784404333321711
0.35,7,2.5,35,4,0.731857142857143,0.866167754921194,1.86749148891325,1.00406544735269
0.35,7,2.5,40,4,0.771942857142857,0.888824254759052,2.07878728759752,1.21931430392095
0.35,7,2.5,45,4,0.800257142857143,0.907286808146974,2.28094784700461,1.38790227956969
0.35,7,2.5,50,4,0.823914285714286,0.92243623799409,2.47591792116223,1.54309561283456
0.4,7,1.25,20,1,0.245171428571429,0.313547732200106,-0.783585088696837,-1.12453299143931
0.4,7,1.25,25,1,0.254342857142857,0.333003150426364,-0.69463337195104,-1.07558271244639
0.4,7,1.25,30,1,0.259485714285714,0.35046900910678,-0.616978266504196,-1.04864327533746
0.4,7,1.25,35,1,0.2682,0.366413850868057,-0.547632545001093,-1.00377428173753
0.4,7,1.25,40,1,0.272057142857143,0.381144839577012,-0.484691796425461,-0.984210423915268
0.4,7,1.25,45,1,0.280314285714286,0.394876458151105,-0.426859686781915,-0.942903186102293
0.4,7,1.25,50,1,0.284142857142857,0.407765610140521,-0.373209960966809,-0.924003496105752
0.4,7,1.25,20,2,0.226,0.313547732200106,-0.783585088696837,-1.23103687431744
0.4,7,1.25,25,2,0.233742857142857,0.333003150426364,-0.69463337195104,-1.18729619901909
0.4,7,1.25,30,2,0.241171428571429,0.35046900910678,-0.616978266504196,-1.14626788829544
0.4,7,1.25,35,2,0.248257142857143,0.366413850868057,-0.547632545001093,-1.10792924483467
0.4,7,1.25,40,2,0.252657142857143,0.381144839577012,-0.484691796425461,-1.08449065552019
0.4,7,1.25,45,2,0.2598,0.394876458151105,-0.426859686781915,-1.04700831571556
0.4,7,1.25,50,2,0.2616,0.407765610140521,-0.373209960966809,-1.0376690636056
0.4,7,1.25,25,3,0.221742857142857,0.333003150426364,-0.69463337195104,-1.25553857801592
0.4,7,1.25,30,3,0.2262,0.35046900910678,-0.616978266504196,-1.22989387858439
0.4,7,1.25,35,3,0.235142857142857,0.366413850868057,-0.547632545001093,-1.17949584284328
0.4,7,1.25,40,3,0.237628571428571,0.381144839577012,-0.484691796425461,-1.16572504561766
0.4,7,1.25,45,3,0.243657142857143,0.394876458151105,-0.426859686781915,-1.13273270319582
0.4,7,1.25,50,3,0.246485714285714,0.407765610140521,-0.373209960966809,-1.11744393944271
0.4,7,1.25,30,4,0.219457142857143,0.35046900910678,-0.616978266504196,-1.26883268379505
0.4,7,1.25,35,4,0.227828571428571,0.366413850868057,-0.547632545001093,-1.22061311665673
0.4,7,1.25,40,4,0.2294,0.381144839577012,-0.484691796425461,-1.21170222749679
0.4,7,1.25,45,4,0.234371428571429,0.394876458151105,-0.426859686781915,-1.18378999993191
0.4,7,1.25,50,4,0.238285714285714,0.407765610140521,-0.373209960966809,-1.16210109837991
0.4,7,1.5,20,1,0.359057142857143,0.451025498738455,-0.196528118514164,-0.579458758398161
0.4,7,1.5,25,1,0.380257142857143,0.484063583370758,-0.0637672656131636,-0.48845692986708
0.4,7,1.5,30,1,0.3974,0.51316039228809,0.0526537306149457,-0.416310296578484
0.4,7,1.5,35,1,0.419257142857143,0.539219641574933,0.157201502660243,-0.325823634423772
0.4,7,1.5,40,1,0.434028571428571,0.562838718855683,0.252690928291866,-0.265433232655018
0.4,7,1.5,45,1,0.447857142857143,0.584438238615375,0.341019863226332,-0.209332507954501
0.4,7,1.5,50,1,0.462742857142857,0.604328450194302,0.423533394433023,-0.149305314991969
0.4,7,1.5,20,2,0.327685714285714,0.451025498738455,-0.196528118514164,-0.718670957391358
0.4,7,1.5,25,2,0.3482,0.484063583370758,-0.0637672656131636,-0.626960739069372
0.4,7,1.5,30,2,0.364457142857143,0.51316039228809,0.0526537306149457,-0.556070560177506
0.4,7,1.5,35,2,0.387857142857143,0.539219641574933,0.157201502660243,-0.456328598663844
0.4,7,1.5,40,2,0.401,0.562838718855683,0.252690928291866,-0.40130017080888
0.4,7,1.5,45,2,0.4162,0.584438238615375,0.341019863226332,-0.33839254446048
0.4,7,1.5,50,2,0.428771428571429,0.604328450194302,0.423533394433023,-0.286865453375843
0.4,7,1.5,25,3,0.322542857142857,0.484063583370758,-0.0637672656131636,-0.74211027520543
0.4,7,1.5,30,3,0.342485714285714,0.51316039228809,0.0526537306149457,-0.652236544420306
0.4,7,1.5,35,3,0.359571428571429,0.539219641574933,0.157201502660243,-0.577224749020123
0.4,7,1.5,40,3,0.374514285714286,0.562838718855683,0.252690928291866,-0.512898542445103
0.4,7,1.5,45,3,0.389371428571429,0.584438238615375,0.341019863226332,-0.449955154296805
0.4,7,1.5,50,3,0.400714285714286,0.604328450194302,0.423533394433023,-0.40248980094451
0.4,7,1.5,30,4,0.323285714285714,0.51316039228809,0.0526537306149457,-0.738712657290214
0.4,7,1.5,35,4,0.341171428571429,0.539219641574933,0.157201502660243,-0.658078292214939
0.4,7,1.5,40,4,0.354914285714286,0.562838718855683,0.252690928291866,-0.597506886702244
0.4,7,1.5,45,4,0.369742857142857,0.584438238615375,0.341019863226332,-0.533320116042662
0.4,7,1.5,50,4,0.380542857142857,0.604328450194302,0.423533394433023,-0.48724471375006
0.4,7,1.75,20,1,0.458857142857143,0.560068714549705,0.241440935469206,-0.164944379239317
0.4,7,1.75,25,1,0.494542857142857,0.601203084965867,0.410480486776509,-0.0218294382422149
0.4,7,1.75,30,1,0.522257142857143,0.636502218671164,0.560214710407318,0.0890874454539351
0.4,7,1.75,35,1,0.5556,0.667306865846883,0.696029462791392,0.223323553114714
0.4,7,1.75,40,1,0.579285714285714,0.694512389418483,0.821300778142778,0.319841870463826
0.4,7,1.75,45,1,0.601457142857143,0.718755077569868,0.938294756757732,0.411540243828163
0.4,7,1.75,50,1,0.624971428571429,0.740508141943023,1.04861130223319,0.510703720861503
0.4,7,1.75,20,2,0.426828571428571,0.560068714549705,0.241440935469206,-0.294802388679771
0.4,7,1.75,25,2,0.459114285714286,0.601203084965867,0.410480486776509,-0.163908839968157
0.4,7,1.75,30,2,0.489171428571429,0.636502218671164,0.560214710407318,-0.0433210595470023
0.4,7,1.75,35,2,0.522885714285714,0.667306865846883,0.696029462791392,0.09160686577285
0.4,7,1.75,40,2,0.547257142857143,0.694512389418483,0.821300778142778,0.189594468556378
0.4,7,1.75,45,2,0.571228571428571,0.718755077569868,0.938294756757732,0.286865453375843
0.4,7,1.75,50,2,0.590342857142857,0.740508141943023,1.04861130223319,0.365382908996573
0.4,7,1.75,25,3,0.430542857142857,0.601203084965867,0.410480486776509,-0.279636655144583
0.4,7,1.75,30,3,0.462257142857143,0.636502218671164,0.560214710407318,-0.151259162685227
0.4,7,1.75,35,3,0.492685714285714,0.667306865846883,0.696029462791392,-0.0292592300869007
0.4,7,1.75,40,3,0.517742857142857,0.694512389418483,0.821300778142778,0.0710012410232301
0.4,7,1.75,45,3,0.5414,0.718755077569868,0.938294756757732,0.165980006756397
0.4,7,1.75,50,3,0.561971428571429,0.740508141943023,1.04861130223319,0.249166869939438
0.4,7,1.75,30,4,0.438342857142857,0.636502218671164,0.560214710407318,-0.247890214607333
0.4,7,1.75,35,4,0.468742857142857,0.667306865846883,0.696029462791392,-0.125191826453108
0.4,7,1.75,40,4,0.495285714285714,0.694512389418483,0.821300778142778,-0.0188577016741217
0.4,7,1.75,45,4,0.516542857142857,0.718755077569868,0.938294756757732,0.0661955896133875
